event_name,category,date,start_time,venue,address,organizer,description,price,capacity,latitude,longitude,rating,rating_count,traffic_score,tags
Weekly Music Night in Kandy,Sports Event,31-Dec-23,11:00,Kandy Cultural Centre,"74 Lake Road, Kandy",Lanka Events Co.,Hands-on workshop suitable for beginners and professionals.,2000,100,7.246294,80.637937,4.5376,95.32,32.33677027,"registration,networking"
Local Job Fair in Kandy,Film Screening,30-Jan-24,18:45,Ramada Kandy Banquet,"187 Garden Avenue, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,2000,1000,7.242638,80.62403,4.5376,95.32,32.33677027,"free,paid,registration"
Local Job Fair in Kandy,Market,30-Aug-26,17:15,Kandy Cultural Centre,"57 Main Street, Kandy",Kandy Cultural Society,"Live performances, food stalls, and family activities.",0,400,7.313906,80.601508,4.5376,95.32,32.33677027,"free,student,outdoor"
Annual Business Meetup in Kandy,Sports Event,27-Oct-26,18:30,Kandy Sports Complex,"29 Market Lane, Kandy",Sri Lanka Conference Org,An outdoor celebration showcasing local culture and crafts.,1000,250,7.253545,80.597338,4.5376,95.32,32.33677027,outdoor
Grand Handicraft Market in Kandy,Music Event,1-Sep-24,18:00,Kandy Lakefront Hall,"191 Peradeniya Road, Kandy",University of Peradeniya,"Live performances, food stalls, and family activities.",100,100,7.242783,80.623151,4.5376,95.32,32.33677027,registration
Grand Startup Pitch in Kandy,Market,29-Sep-25,20:00,Kandy Sports Complex,"107 Garden Avenue, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,0,250,7.31397,80.592302,4.5376,95.32,32.33677027,indoor
Grand Cultural Show in Kandy,Academic Seminar,28-Oct-24,18:00,Kandy Sports Complex,"92 Peradeniya Road, Kandy",Kandy Youth Network,An informative session with expert speakers and networking opportunities.,0,300,7.246914,80.63096,4.5376,95.32,32.33677027,networking
Annual Art Fair in Kandy,Theatre,25-Aug-23,8:45,Bogambara Stadium,"89 Hill Street, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",0,750,7.296914,80.63771,4.5376,95.32,32.33677027,family
Grand Film Night in Kandy,Film Screening,14-Dec-24,13:30,Kandy Lakefront Hall,"85 Peradeniya Road, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,2000,300,7.308886,80.657665,4.5376,95.32,32.33677027,"indoor,kids,tickets_required"
Annual Job Fair in Kandy,Business Expo,20-Oct-25,12:15,Mahaweli Reach Hotel Conference Room,"52 Market Lane, Kandy",Kandy Cultural Society,An informative session with expert speakers and networking opportunities.,1500,1000,7.305091,80.603615,4.5376,95.32,32.33677027,"student,tickets_required"
Open Yoga Session in Kandy,Business Expo,15-Jan-26,6:45,Ramada Kandy Banquet,"62 Temple Road, Kandy",Kandy Cultural Society,A community-focused event bringing together locals and visitors.,0,250,7.24202,80.603049,4.5376,95.32,32.33677027,"professional,free"
Local Startup Pitch in Kandy,Food Event,30-Mar-24,20:00,Kandy City Centre Auditorium,"29 Lake Road, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,2000,750,7.304358,80.610208,4.5376,95.32,32.33677027,"tickets_required,registration,indoor"
Open Coding Workshop in Kandy,Sports Event,3-May-25,10:15,University of Peradeniya Lecture Theatre,"147 Peradeniya Road, Kandy",Kandy Foodies Club,A community-focused event bringing together locals and visitors.,100,1000,7.317278,80.604999,4.5376,95.32,32.33677027,"kids,registration,tickets_required"
Grand Job Fair in Kandy,Academic Seminar,4-Jun-23,22:00,Mahaweli Reach Hotel Conference Room,"144 Market Lane, Kandy",Mahaweli Event Planners,"Live performances, food stalls, and family activities.",0,300,7.244992,80.591359,4.5376,95.32,32.33677027,"kids,family"
Local Cultural Show in Kandy,Theatre,14-Jun-24,10:45,Kandy Municipal Grounds,"35 Market Lane, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,0,100,7.296299,80.639424,4.5376,95.32,32.33677027,kids
Community Yoga Session in Kandy,Market,20-Jun-26,12:15,Peradeniya Botanical Gardens Lawn,"25 Temple Road, Kandy",Peradeniya Botanical Events,"Live performances, food stalls, and family activities.",200,300,7.29637,80.617624,4.5376,95.32,32.33677027,"kids,paid,outdoor"
Weekly Art Fair in Kandy,Networking,10-Jan-23,16:45,Mahaweli Reach Hotel Conference Room,"165 Hill Street, Kandy",Peradeniya Botanical Events,An informative session with expert speakers and networking opportunities.,2000,75,7.272488,80.642071,4.5376,95.32,32.33677027,networking
Open Yoga Session in Kandy,Theatre,20-Mar-26,9:00,Kandy Lakefront Hall,"94 Peradeniya Road, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,0,750,7.244338,80.618755,4.5376,95.32,32.33677027,"student,kids"
Open Music Night in Kandy,Networking,7-May-26,18:45,Riverbank Event Space,"190 Lake Road, Kandy",University of Peradeniya,Hands-on workshop suitable for beginners and professionals.,1000,1000,7.251033,80.616477,4.5376,95.32,32.33677027,"free,indoor,outdoor"
Local Tech Summit in Kandy,Educational Workshop,1-Aug-23,19:15,Nawaloka Hall,"128 Garden Avenue, Kandy",Local Artists Collective,"Live performances, food stalls, and family activities.",300,100,7.27755,80.60901,4.5376,95.32,32.33677027,networking
Local Business Meetup in Kandy,Market,9-Sep-25,12:00,Riverbank Event Space,"114 Lake Road, Kandy",Festival Lanka,"Live performances, food stalls, and family activities.",0,100,7.248317,80.612866,4.5376,95.32,32.33677027,tickets_required
Local Coding Workshop in Kandy,Religious,27-Jul-23,6:30,University of Peradeniya Lecture Theatre,"83 Temple Road, Kandy",Kandy Foodies Club,Hands-on workshop suitable for beginners and professionals.,500,1000,7.317221,80.612248,4.5376,95.32,32.33677027,registration
Monthly Tech Summit in Kandy,Film Screening,5-Feb-24,17:30,Pallekele International Cricket Stadium,"180 Main Street, Kandy",Kandy Music Circle,"Live performances, food stalls, and family activities.",0,1000,7.309731,80.650575,4.5376,95.32,32.33677027,professional
Grand Art Fair in Kandy,Food Event,12-Nov-26,10:00,Riverbank Event Space,"146 Market Lane, Kandy",Kandy Municipal Council,Hands-on workshop suitable for beginners and professionals.,100,100,7.287349,80.640808,4.5376,95.32,32.33677027,networking
Monthly Art Fair in Kandy,Networking,1-Mar-26,22:00,Peradeniya Botanical Gardens Lawn,"95 Main Street, Kandy",Kandy Youth Network,An informative session with expert speakers and networking opportunities.,1000,150,7.287754,80.603683,4.5376,95.32,32.33677027,tickets_required
Open Tech Summit in Kandy,Business Conference,12-Aug-25,15:45,Kandy Regency Hotel,"110 Peradeniya Road, Kandy",Peradeniya Botanical Events,Hands-on workshop suitable for beginners and professionals.,0,1000,7.240868,80.609089,4.5376,95.32,32.33677027,"paid,family"
Weekly Tech Summit in Kandy,Education,9-Jan-23,19:30,Kandy Sports Complex,"45 Temple Road, Kandy",Kandy Foodies Club,An outdoor celebration showcasing local culture and crafts.,750,50,7.276274,80.627005,4.5376,95.32,32.33677027,"professional,family"
Grand Cultural Show in Kandy,Sports Event,30-May-25,11:15,Bogambara Stadium,"28 Market Lane, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,2000,250,7.270161,80.621065,4.5376,95.32,32.33677027,"free,paid"
Community Cultural Show in Kandy,Academic Seminar,20-May-24,9:45,Kandy Municipal Grounds,"1 Main Street, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,0,150,7.271287,80.597196,4.5376,95.32,32.33677027,"professional,family,student"
Annual Business Meetup in Kandy,Cultural Festival,20-Jun-25,19:00,Nawaloka Hall,"34 Main Street, Kandy",Kandy Sports Association,An outdoor celebration showcasing local culture and crafts.,1500,150,7.3147,80.642669,4.5376,95.32,32.33677027,"networking,kids"
Grand Book Reading in Kandy,Food Event,24-Jan-24,9:15,Ramada Kandy Banquet,"110 Garden Avenue, Kandy",Kandy Municipal Council,A community-focused event bringing together locals and visitors.,500,250,7.280939,80.652583,4.5376,95.32,32.33677027,"professional,networking,student"
Monthly Startup Pitch in Kandy,Food Event,13-Mar-25,10:15,Kandy Municipal Grounds,"179 Main Street, Kandy",Sri Lanka Conference Org,A community-focused event bringing together locals and visitors.,0,300,7.258127,80.638462,4.5376,95.32,32.33677027,professional
Local Book Reading in Kandy,Market,10-Mar-24,16:30,Mahaweli Reach Hotel Conference Room,"69 Main Street, Kandy",Kandy Sports Association,Hands-on workshop suitable for beginners and professionals.,1000,500,7.304543,80.619749,4.5376,95.32,32.33677027,free
Open Book Reading in Kandy,Education,14-Nov-24,16:30,Kandy Lakefront Hall,"53 Market Lane, Kandy",Sri Lanka Conference Org,A community-focused event bringing together locals and visitors.,200,200,7.306623,80.633137,4.5376,95.32,32.33677027,"indoor,networking"
Grand Yoga Session in Kandy,Networking,8-Mar-25,10:30,Pallekele International Cricket Stadium,"127 Main Street, Kandy",Kandy Foodies Club,An informative session with expert speakers and networking opportunities.,300,1000,7.24264,80.591581,4.5376,95.32,32.33677027,"indoor,professional"
Annual Startup Pitch in Kandy,Business Expo,16-Jul-25,20:45,Kandy Regency Hotel,"166 Temple Road, Kandy",Kandy Cultural Society,An informative session with expert speakers and networking opportunities.,200,750,7.286622,80.617666,4.5376,95.32,32.33677027,indoor
Open Music Night in Kandy,Business Conference,27-Mar-23,14:00,Kandy Municipal Grounds,"132 Lake Road, Kandy",Heritage Kandy,An informative session with expert speakers and networking opportunities.,1000,75,7.285087,80.599741,4.5376,95.32,32.33677027,"kids,free,paid"
Monthly Yoga Session in Kandy,Sports Event,13-Oct-26,20:15,Local Community Hall,"95 Main Street, Kandy",Lanka Events Co.,"Live performances, food stalls, and family activities.",0,750,7.250124,80.623711,4.5376,95.32,32.33677027,"indoor,kids"
Local Food Festival in Kandy,Film Screening,3-Aug-24,10:45,Kandy Open-Air Stage,"63 Peradeniya Road, Kandy",Lanka Events Co.,A community-focused event bringing together locals and visitors.,750,300,7.311901,80.634418,4.5376,95.32,32.33677027,indoor
Annual Tech Summit in Kandy,Market,10-Oct-23,15:00,Kandy City Centre Auditorium,"109 Peradeniya Road, Kandy",Sri Lanka Conference Org,An outdoor celebration showcasing local culture and crafts.,750,750,7.243923,80.636328,4.5376,95.32,32.33677027,indoor
Monthly Startup Pitch in Kandy,Theatre,4-Jul-26,12:15,Kandy Art Gallery,"167 Lake Road, Kandy",Heritage Kandy,An outdoor celebration showcasing local culture and crafts.,0,400,7.314823,80.639607,4.5376,95.32,32.33677027,paid
Annual Job Fair in Kandy,Academic Seminar,7-Jun-25,12:15,Kandy Town Hall,"97 Garden Avenue, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,0,75,7.319312,80.636606,4.5376,95.32,32.33677027,"tickets_required,outdoor,student"
Grand Yoga Session in Kandy,Film Screening,15-Oct-26,10:30,Kandy Town Hall,"62 Peradeniya Road, Kandy",Kandy Youth Network,Hands-on workshop suitable for beginners and professionals.,200,750,7.268617,80.611673,4.5376,95.32,32.33677027,"family,tickets_required,student"
Monthly Art Fair in Kandy,Networking,14-Mar-25,11:30,Riverbank Event Space,"60 Hill Street, Kandy",Heritage Kandy,An outdoor celebration showcasing local culture and crafts.,0,150,7.296191,80.657749,4.5376,95.32,32.33677027,indoor
Weekly Film Night in Kandy,Music Event,9-Aug-26,6:15,Kandy City Centre Auditorium,"36 Hill Street, Kandy",Local Artists Collective,Hands-on workshop suitable for beginners and professionals.,500,750,7.311599,80.6331,4.5376,95.32,32.33677027,outdoor
Weekly Business Meetup in Kandy,Film Screening,29-Jun-25,18:30,Ramada Kandy Banquet,"139 Market Lane, Kandy",Kandy Municipal Council,An informative session with expert speakers and networking opportunities.,0,300,7.244197,80.60246,4.5376,95.32,32.33677027,tickets_required
Annual Startup Pitch in Kandy,Food Event,9-Nov-24,11:00,Kandy Municipal Grounds,"29 Market Lane, Kandy",Heritage Kandy,An outdoor celebration showcasing local culture and crafts.,1000,1000,7.29595,80.653243,4.5376,95.32,32.33677027,"professional,registration"
Annual Food Festival in Kandy,Music Event,27-Apr-23,17:00,Local Community Hall,"174 Lake Road, Kandy",Lanka Events Co.,"Live performances, food stalls, and family activities.",1000,750,7.253605,80.64058,4.5376,95.32,32.33677027,"networking,registration,tickets_required"
Annual Coding Workshop in Kandy,Networking,3-Mar-24,11:00,Bogambara Stadium,"14 Lake Road, Kandy",Kandy Cultural Society,"Live performances, food stalls, and family activities.",100,100,7.291192,80.599187,4.5376,95.32,32.33677027,"kids,networking"
Weekly Book Reading in Kandy,Educational Workshop,6-Aug-25,7:00,Mahaweli Reach Hotel Conference Room,"110 Peradeniya Road, Kandy",Kandy Music Circle,A community-focused event bringing together locals and visitors.,0,50,7.314157,80.635866,4.5376,95.32,32.33677027,"student,networking"
Open Business Meetup in Kandy,Art & Craft,5-Jun-26,11:00,Kandy Open-Air Stage,"107 Lake Road, Kandy",Local Artists Collective,"Live performances, food stalls, and family activities.",1000,500,7.247892,80.604553,4.5376,95.32,32.33677027,"family,paid"
Annual Cultural Show in Kandy,Networking,10-May-26,7:30,Temple of the Tooth Grounds,"77 Garden Avenue, Kandy",Festival Lanka,Hands-on workshop suitable for beginners and professionals.,500,400,7.269158,80.604563,4.5376,95.32,32.33677027,"tickets_required,kids"
Monthly Film Night in Kandy,Film Screening,13-Jun-25,19:30,Nawaloka Hall,"125 Market Lane, Kandy",Kandy Foodies Club,An outdoor celebration showcasing local culture and crafts.,1000,50,7.240358,80.598233,4.5376,95.32,32.33677027,"indoor,kids"
Weekly Handicraft Market in Kandy,Business Conference,6-Aug-26,6:30,Kandy Municipal Grounds,"85 Garden Avenue, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,1500,200,7.280246,80.590194,4.5376,95.32,32.33677027,"tickets_required,free,indoor"
Grand Yoga Session in Kandy,Business Expo,10-Jul-26,18:15,Kandy Town Hall,"9 Market Lane, Kandy",Heritage Kandy,An informative session with expert speakers and networking opportunities.,1000,50,7.26366,80.619227,4.5376,95.32,32.33677027,"family,paid"
Monthly Handicraft Market in Kandy,Market,26-Jan-23,11:30,Kandy Regency Hotel,"98 Peradeniya Road, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",0,75,7.250753,80.624483,4.5376,95.32,32.33677027,"professional,paid,kids"
Monthly Handicraft Market in Kandy,Educational Workshop,27-Jan-25,13:30,Temple of the Tooth Grounds,"59 Main Street, Kandy",Lanka Events Co.,An outdoor celebration showcasing local culture and crafts.,200,300,7.280018,80.636253,4.5376,95.32,32.33677027,"kids,family,registration"
Grand Tech Summit in Kandy,Academic Seminar,23-Sep-23,6:00,Temple of the Tooth Grounds,"128 Market Lane, Kandy",University of Peradeniya,An outdoor celebration showcasing local culture and crafts.,0,75,7.264154,80.630262,4.5376,95.32,32.33677027,"outdoor,networking"
Monthly Music Night in Kandy,Art & Craft,16-Jan-26,9:00,Kandy Town Hall,"73 Market Lane, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,200,750,7.319624,80.612556,4.5376,95.32,32.33677027,"kids,registration,professional"
Local Tech Summit in Kandy,Market,20-Jun-24,15:30,Ramada Kandy Banquet,"5 Market Lane, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,750,75,7.263975,80.591169,4.5376,95.32,32.33677027,"indoor,registration"
Annual Coding Workshop in Kandy,Art & Craft,26-Jun-25,11:30,Local Community Hall,"96 Main Street, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,0,50,7.249554,80.659485,4.5376,95.32,32.33677027,"free,professional"
